cd_bairro,ds_bairro,cd_municipio,sg_estado
76890000.0,SETOR 1,69010.0,RO
76890000.0,JD DOS ESTADOS,69010.0,RO
36506306.0,RES PIRES DA LUZ,31821.0,MG
36507330.0,CIDADE JARDIM,31821.0,MG
36502160.0,STA BERNADETE,31821.0,MG
36503000.0,JD INES GROPPO,31821.0,MG
96400030.0,LARANJEIRAS/CENTRO,51030.0,RS
96402030.0,MENINO DEUS,51030.0,RS
96401970.0,TARUMA,51030.0,RS
96405580.0,TARUMA,51030.0,RS
32678698.0,CAPELINHA,31085.0,MG
32661762.0,CAMPOS ELISEOS,31085.0,MG
32667002.0,GUANABARA,31085.0,MG
32671252.0,CHACARA,31085.0,MG
32661798.0,CAMPOS ELISEOS,31085.0,MG
32676434.0,LARANJEIRAS,31085.0,MG
32667114.0,GUANABARA,31085.0,MG
98700000.0,CENTRO,51139.0,RS
88521110.0,GUARUJA,47101.0,SC
88521200.0,GUARUJA,47101.0,SC
88509055.0,UNIVERSITARIO,47101.0,SC
99150000.0,CENTRO,51161.0,RS
59042360.0,NORDESTE,84000.0,RN
59066020.0,CANDELARIA,84000.0,RN
59108050.0,POTENGI,84000.0,RN
59014315.0,MAE LUIZA,84000.0,RN
59035515.0,QUINTAS,84000.0,RN
59070400.0,CIDADE DA ESPERANCA,84000.0,RN
59031170.0,ALECRIM,84000.0,RN
29170161.0,NOVA CARAPINA II,27199.0,ES
29160123.0,CARAPINA GRANDE,27199.0,ES
29160033.0,CARAPINA GRANDE,27199.0,ES
29172615.0,CASTELANDIA,27199.0,ES
29172819.0,VL NOVA DE COLARES,27199.0,ES
29178560.0,PLANALTO SERRANO,27199.0,ES
29168703.0,PLANICIE DA SERRA,27199.0,ES
29160009.0,CARAPINA GRANDE,27199.0,ES
29166084.0,BARCELONA,27199.0,ES
29169830.0,PITANGA,27199.0,ES
29172260.0,FEU ROSA,27199.0,ES
29169470.0,ELDORADO,27199.0,ES
29178400.0,PLANALTO SERRANO BLA,27199.0,ES
29162200.0,RES VISTA DO MESTRE,27199.0,ES
29172845.0,VL NOVA DE COLARES,27199.0,ES
29160054.0,CARAPINA GRANDE,27199.0,ES
29170209.0,NOVA CARAPINA II,27199.0,ES
29138204.0,NOVA BETHANIA,27225.0,ES
29137159.0,AREINHA,27225.0,ES
66690200.0,AGUAS LINDAS,91000.0,PA
66123670.0,SACRAMENTA,91000.0,PA
66615420.0,MARAMBAIA,91000.0,PA
66613070.0,SOUZA,91000.0,PA
66645215.0,CASTANHEIRA,91000.0,PA
66613710.0,SOUZA,91000.0,PA
66640190.0,MANGUEIRAO,91000.0,PA
66640365.0,MANGUEIRAO,91000.0,PA
66650430.0,COQUEIRO,91000.0,PA
66073640.0,GUAMA,91000.0,PA
66077186.0,TERRA FIRME,91000.0,PA
66650130.0,COQUEIRO,91000.0,PA
66670560.0,COQUEIRO,91000.0,PA
66120750.0,SACRAMENTA,91000.0,PA
66070270.0,MARCO,91000.0,PA
66110190.0,MARACANGALHA,91000.0,PA
66123420.0,SACRAMENTA,91000.0,PA
66670030.0,COQUEIRO,91000.0,PA
66030250.0,JURUNAS,91000.0,PA
66087050.0,CJ PARAISO PASSAROS,91000.0,PA
66087270.0,PEDREIRA,91000.0,PA
66023530.0,CAMPINA,91000.0,PA
66670455.0,COQUEIRO,91000.0,PA
66623190.0,MARAMBAIA,91000.0,PA
66050710.0,UMARIZAL,91000.0,PA
66830505.0,TAPANA ICOARACI,91000.0,PA
66110055.0,MARACANGALHA,91000.0,PA
66083260.0,PEDREIRA,91000.0,PA
66820595.0,TENONE,91000.0,PA
67115000.0,COQUEIRO,91000.0,PA
66117010.0,BARREIRO,91000.0,PA
66615005.0,MARAMBAIA,91000.0,PA
66095350.0,MARCO,91000.0,PA
66823071.0,COQUEIRO,91000.0,PA
66833510.0,TAPANA ICOARACI,91000.0,PA
66640520.0,MANGUEIRAO,91000.0,PA
76964340.0,VILLAGE DO SOL,69003.0,RO
86188420.0,JD ANA ELIZA,41111.0,PR
86191520.0,JARDIM BOA VISTA,41111.0,PR
86183690.0,PRQ RES ANA ROSA,41111.0,PR
92130210.0,NITEROI,51062.0,RS
92330390.0,MATHIAS VELHO,51062.0,RS
92440546.0,GUAJUVIRAS,51062.0,RS
92340330.0,MATHIAS VELHO,51062.0,RS
92200421.0,RIO BRANCO,51062.0,RS
92030490.0,ESTANCIA VELHA,51062.0,RS
92200480.0,RIO BRANCO,51062.0,RS
92330310.0,MATHIAS VELHO,51062.0,RS
92130010.0,NITEROI,51062.0,RS
92310150.0,CENTRO,51062.0,RS
92440274.0,GUAJUVIRAS,51062.0,RS
92200702.0,RIO BRANCO,51062.0,RS
92440565.0,GUAJUVIRAS,51062.0,RS
92130290.0,NITEROI,51062.0,RS
92200714.0,FATIMA,51062.0,RS
92441160.0,GUAJUVIRAS,51062.0,RS
93260190.0,CENTRO,51110.0,RS
93290450.0,SANTO INACIO,51110.0,RS
93295440.0,PRIMAVERA/NAZARENO,51110.0,RS
93265141.0,LIBERDADE,51110.0,RS
77403020.0,SETOR CENTRAL,64054.0,TO
63500074.0,CENTRO,85226.0,CE
63504050.0,SETE DE SETEMBRO,85226.0,CE
75803110.0,VL FATIMA,62104.0,GO
78320000.0,MODULO V,67300.0,MT
78320000.0,ST INDUSTRIAL,67300.0,MT
37203526.0,RETIRO,31436.0,MG
37200010.0,CENTRO,31436.0,MG
69084452.0,ZUMBI DOS PALMARES,92000.0,AM
69089160.0,ARMANDO MENDES,92000.0,AM
69041335.0,TARUMA,92000.0,AM
69095634.0,CIDADE NOVA,92000.0,AM
69070490.0,EDUCANDOS,92000.0,AM
69041175.0,TARUMA,92000.0,AM
69054762.0,PRQ 10 DE NOVEMBRO,92000.0,AM
69090757.0,CIDADE NOVA,92000.0,AM
69090820.0,CIDADE NOVA,92000.0,AM
69041680.0,TARUMA,92000.0,AM
69067110.0,PETROPOLIS,92000.0,AM
69078761.0,JAPIIM,92000.0,AM
69082665.0,COROADO,92000.0,AM
69079150.0,SAO FRANCISCO,92000.0,AM
69089103.0,ARMANDO MENDES,92000.0,AM
69053360.0,SAO GERALDO,92000.0,AM
69099418.0,CIDADE DE DEUS,92000.0,AM
69095402.0,CIDADE NOVA,92000.0,AM
69050045.0,CHAPADA,92000.0,AM
69020110.0,PRACA 14 DE JANEIRO,92000.0,AM
69074000.0,EDUCANDOS,92000.0,AM
69073040.0,BETANIA,92000.0,AM
69053035.0,NS SRA GRACAS,92000.0,AM
69073010.0,SAO LAZARO,92000.0,AM
69089040.0,ARMANDO MENDES,92000.0,AM
69073570.0,SAO LAZARO,92000.0,AM
69063390.0,PETROPOLIS,92000.0,AM
69089237.0,ARMANDO MENDES,92000.0,AM
69084070.0,ZUMBI DOS PALMARES,92000.0,AM
69037510.0,NOVA ESPERANCA,92000.0,AM
69021005.0,TARUMA,92000.0,AM
69010060.0,CENTRO,92000.0,AM
69017230.0,SANTA ETELVINA,92000.0,AM
69036615.0,SANTO AGOSTINHO,92000.0,AM
69098042.0,NOVO ALEIXO,92000.0,AM
69057095.0,ADRIANOPOLIS,92000.0,AM
69028120.0,FLORES,92000.0,AM
69059557.0,SANTA ETELVINA,92000.0,AM
69084624.0,ZUMBI DOS PALMARES,92000.0,AM
69035341.0,COMPENSA,92000.0,AM
69099356.0,NOVO ALEIXO,92000.0,AM
69035151.0,COMPENSA,92000.0,AM
69099135.0,CIDADE DE DEUS,92000.0,AM
69067477.0,PETROPOLIS,92000.0,AM
69090782.0,CIDADE NOVA,92000.0,AM
69039710.0,NOVO ISRAEL,92000.0,AM
69015476.0,COL TERRA NOVA,92000.0,AM
69099211.0,CIDADE DE DEUS,92000.0,AM
69077530.0,JAPIIM,92000.0,AM
69074730.0,MORRO DA LIBERDADE,92000.0,AM
69058440.0,FLORES,92000.0,AM
69059260.0,SANTA ETELVINA,92000.0,AM
69098392.0,NOVO ALEIXO,92000.0,AM
69036630.0,SANTO AGOSTINHO,92000.0,AM
69020141.0,PRACA 14 DE JANEIRO,92000.0,AM
69028168.0,FLORES,92000.0,AM
69090380.0,CIDADE NOVA,92000.0,AM
69074180.0,COL OLIVEIRA MACHADO,92000.0,AM
69015345.0,COL TERRA NOVA,92000.0,AM
69006595.0,GILBERTO MESTRINHO,92000.0,AM
69038010.0,LIRIO DO VALE,92000.0,AM
69047273.0,REDENCAO,92000.0,AM
69047270.0,REDENCAO,92000.0,AM
69073130.0,SAO LAZARO,92000.0,AM
69099190.0,NOVO ALEIXO,92000.0,AM
69037546.0,NOVA ESPERANCA,92000.0,AM
69060641.0,ALEIXO,92000.0,AM
69043020.0,ALVORADA,92000.0,AM
69093415.0,COL TERRA NOVA,92000.0,AM
69042125.0,ALVORADA,92000.0,AM
69095503.0,CIDADE NOVA,92000.0,AM
69089133.0,ARMANDO MENDES,92000.0,AM
69084474.0,ZUMBI DOS PALMARES,92000.0,AM
69070230.0,EDUCANDOS,92000.0,AM
69074760.0,MORRO DA LIBERDADE,92000.0,AM
69054675.0,PRQ 10 DE NOVEMBRO,92000.0,AM
69035230.0,COMPENSA,92000.0,AM
69060020.0,ALEIXO,92000.0,AM
69097198.0,CIDADE NOVA,92000.0,AM
69020031.0,CENTRO,92000.0,AM
69043010.0,ALVORADA,92000.0,AM
69095327.0,CIDADE NOVA,92000.0,AM
69070050.0,EDUCANDOS,92000.0,AM
69099290.0,NOVO ALEIXO,92000.0,AM
69067040.0,PETROPOLIS,92000.0,AM
69098395.0,NOVO ALEIXO,92000.0,AM
69089057.0,ARMANDO MENDES,92000.0,AM
69078530.0,JAPIIM,92000.0,AM
53090500.0,RIO DOCE ET QUATRO,81103.0,PE
53370525.0,OURO PRETO,81103.0,PE
53130400.0,CASA CAIADA,81103.0,PE
77064014.0,SETOR SANTA FE,64000.0,TO
77015452.0,PLANO DIRETOR SUL,64000.0,TO
77019050.0,PLANO DIRETOR SUL,64000.0,TO
77020154.0,PLANO DIRETOR SUL,64000.0,TO
77060246.0,JARDIM AURENY II,64000.0,TO
77062034.0,JARDIM AURENY III,64000.0,TO
77066034.0,S MORADA DO SOL,64000.0,TO
77001040.0,PLANO DIRETOR NORTE,64000.0,TO
50721000.0,CORDEIRO,81000.0,PE
50630700.0,CORDEIRO,81000.0,PE
50720190.0,PRADO,81000.0,PE
50810000.0,VARZEA,81000.0,PE
50680620.0,IPUTINGA,81000.0,PE
51160060.0,IMBIRIBEIRA,81000.0,PE
50680290.0,IPUTINGA,81000.0,PE
51110180.0,PINA,81000.0,PE
52040080.0,CAMPO GRANDE,81000.0,PE
50730640.0,ENGENHO DO MEIO,81000.0,PE
52090702.0,MACAXEIRA,81000.0,PE
50630470.0,PRADO,81000.0,PE
52120320.0,ARRUDA,81000.0,PE
51030000.0,BOA VIAGEM,81000.0,PE
62010295.0,CENTRO,85480.0,CE
49069063.0,PORTO DANTAS,79000.0,SE
49091040.0,JARDIM CENTENARIO,79000.0,SE
49060290.0,SANTO ANTONIO,79000.0,SE
49060678.0,PALESTINA,79000.0,SE
49080590.0,AMERICA,79000.0,SE
49042140.0,SAO CONRADO,79000.0,SE
49087310.0,SANTOS DUMONT,79000.0,SE
49010230.0,CENTRO,79000.0,SE
49085490.0,JOSE C DE ARAUJO,79000.0,SE
49070802.0,CIDADE NOVA,79000.0,SE
86730000.0,JD IMPERIAL,41055.0,PR
86730000.0,CENTRO,41055.0,PR
88353570.0,AGUAS CLARAS,47031.0,SC
88350676.0,GUARANI,47031.0,SC
55014020.0,MAURICIO DE NASSAU,81042.0,PE
83404160.0,CAMPO PEQUENO,41161.0,PR
83403155.0,OSASCO,41161.0,PR
83406030.0,GUARAITUBA,41161.0,PR
83412530.0,CANGUIRI,41161.0,PR
83410100.0,GUARAITUBA,41161.0,PR
83414470.0,SAPOPEMA,41161.0,PR
83413058.0,PALMITAL,41161.0,PR
83404010.0,CAMPO PEQUENO,41161.0,PR
83413150.0,PALMITAL,41161.0,PR
83410450.0,PALOMA,41161.0,PR
83410010.0,GUARAITUBA,41161.0,PR
83407836.0,SAO GABRIEL,41161.0,PR
83413060.0,PALMITAL,41161.0,PR
83407405.0,GUARAITUBA,41161.0,PR
83403580.0,SAO GABRIEL,41161.0,PR
83413164.0,PALMITAL,41161.0,PR
83411250.0,SAO DIMAS,41161.0,PR
83413374.0,PALMITAL,41161.0,PR
83411220.0,SAO DIMAS,41161.0,PR
83411050.0,COL FARIA,41161.0,PR
83414520.0,BUTIATUMIRIM,41161.0,PR
78008160.0,BAU,67000.0,MT
78050700.0,CARUMBE,67000.0,MT
78030265.0,VERDAO,67000.0,MT
78028080.0,COOPHAMIL,67000.0,MT
78048610.0,ALVORADA,67000.0,MT
78080030.0,CH DOS PINHEIROS,67000.0,MT
78048145.0,RIBEIRAO DO LIPA,67000.0,MT
78015300.0,DOM AQUINO,67000.0,MT
78043512.0,MORADA DO SOL,67000.0,MT
78030390.0,CIDADE ALTA,67000.0,MT
78048238.0,JARDIM BOM CLIMA,67000.0,MT
78008900.0,BAU,67000.0,MT
78052446.0,ALTOS DA SERRA II,67000.0,MT
78058743.0,NOVO MATO GROSSO,67000.0,MT
78005700.0,ARAES,67000.0,MT
99705598.0,PRQ REDENCAO,51102.0,RS
99705608.0,MARIA CLARA,51102.0,RS
99713345.0,BANDEIRANTES,51102.0,RS
99705731.0,MARIA CLARA,51102.0,RS
99714192.0,PRESIDENTE VARGAS,51102.0,RS
73801970.0,VILA YARA,62333.0,GO
73801010.0,CENTRO,62333.0,GO
92718510.0,BOM FIM,51131.0,RS
92717050.0,COLUMBIA CITY,51131.0,RS
92700610.0,COLINA,51131.0,RS
92700040.0,COLINA,51131.0,RS
45650770.0,CONQUISTA,71291.0,BA
35900118.0,SAO PEDRO,31364.0,MG
45603332.0,ALTO MARON,71314.0,BA
45603265.0,ALTO MARON,71314.0,BA
45604228.0,CALIFORNIA,71314.0,BA
88305630.0,MARUI,47089.0,SC
88306250.0,FAZENDA,47089.0,SC
88308679.0,CIDADE NOVA,47089.0,SC
88303380.0,SAO JUDAS,47089.0,SC
88311103.0,CORDEIROS,47089.0,SC
88309305.0,S VICENTE,47089.0,SC
88311341.0,MURTA,47089.0,SC
88308040.0,CIDADE NOVA,47089.0,SC
88308622.0,CIDADE NOVA,47089.0,SC
88317121.0,ESPINHEIROS,47089.0,SC
88317129.0,ESPINHEIROS,47089.0,SC
88303040.0,CENTRO,47089.0,SC
95900700.0,CENTRO,51153.0,RS
68909469.0,BONE AZUL,96000.0,AP
68900073.0,CENTRAL,96000.0,AP
68909824.0,NOVO HORIZONTE,96000.0,AP
68909377.0,BRASIL NOVO,96000.0,AP
68902313.0,MUCA,96000.0,AP
68904327.0,CONGOS,96000.0,AP
68909035.0,JARDIM FELICIDADE,96000.0,AP
68905621.0,PERPETUO SOCORRO,96000.0,AP
68909324.0,BRASIL NOVO,96000.0,AP
68901300.0,SANTA RITA,96000.0,AP
68909838.0,NOVO HORIZONTE,96000.0,AP
68900083.0,CENTRAL,96000.0,AP
68909832.0,NOVO HORIZONTE,96000.0,AP
68909095.0,JARDIM FELICIDADE,96000.0,AP
57061100.0,TABULEIRO DO MARTINS,82000.0,AL
57072060.0,CIDADE UNIVERSITARIA,82000.0,AL
57081131.0,TABULEIRO DO MARTINS,82000.0,AL
57044090.0,SAO JORGE,82000.0,AL
57035690.0,JATIUCA,82000.0,AL
68501490.0,JARDIM VITORIA,91049.0,PA
68501340.0,LIBERDADE,91049.0,PA
24937110.0,RECANTO I ITAIPUACU,21165.0,RJ
24937030.0,RECANTO I ITAIPUACU,21165.0,RJ
24934405.0,JARDIM A C ITAIPUACU,21165.0,RJ
24932660.0,CAJUEIROS,21165.0,RJ
36880075.0,CENTRO,31500.0,MG
36880021.0,CENTRO,31500.0,MG
36880051.0,CENTRO,31500.0,MG
88130512.0,PONTE DO IMARUIM,47131.0,SC
96015710.0,CENTRO,51202.0,RS
96085150.0,AREAL,51202.0,RS
96050000.0,FRAGATA,51202.0,RS
96015300.0,CENTRO,51202.0,RS
96025080.0,FRAGATA,51202.0,RS
96015360.0,CENTRO,51202.0,RS
96075040.0,SAO GONCALO,51202.0,RS
83325260.0,ALTO TARUMA,41486.0,PR
83328410.0,JD KARLA,41486.0,PR
83325290.0,ALTO TARUMA,41486.0,PR
83321050.0,VARGEM GRANDE,41486.0,PR
83323120.0,ESTANCIA PINHAIS,41486.0,PR
83326470.0,JD CLAUDIA,41486.0,PR
27536281.0,CASTELO BRANCO,21239.0,RJ
27535060.0,PARAISO,21239.0,RJ
35180194.0,OLARIA,31803.0,MG
35180070.0,QUITANDINHA,31803.0,MG
94410250.0,CENTRO,51317.0,RS
94475540.0,SANTA CECILIA,51317.0,RS
94425626.0,TARUMA,51317.0,RS
94510010.0,VILA AUGUSTA,51317.0,RS
94480595.0,SANTA ISABEL,51317.0,RS
94445540.0,SANTO ONOFRE,51317.0,RS
94470200.0,ESMERALDA,51317.0,RS
94440450.0,SANTO ONOFRE,51317.0,RS
94420660.0,ELSA,51317.0,RS
94450620.0,SAO LUCAS,51317.0,RS
94480040.0,MONTE ALEGRE,51317.0,RS
94410400.0,CENTRO,51317.0,RS
94430070.0,FIUZA,51317.0,RS
94475750.0,SANTA CECILIA,51317.0,RS
94450690.0,SAO LUCAS,51317.0,RS
94445500.0,SANTO ONOFRE,51317.0,RS
76983172.0,RES MORIA,69020.0,RO
76980742.0,JARDIM AMERICA,69020.0,RO
97546110.0,PROMORAR,51005.0,RS
94834004.0,UMBU,51009.0,RS
94859420.0,JARDIM ALGARVE,51009.0,RS
94830030.0,SITIO DOS ACUDES,51009.0,RS
94836020.0,TIJUCA,51009.0,RS
94852110.0,TIJUCA,51009.0,RS
94852090.0,TIJUCA,51009.0,RS
94852170.0,TIJUCA,51009.0,RS
94824710.0,NOVA AMERICANA,51009.0,RS
94828030.0,MARIA REGINA,51009.0,RS
94838254.0,PIRATINI,51009.0,RS
94855040.0,APARECIDA,51009.0,RS
94855600.0,APARECIDA,51009.0,RS
94836250.0,TIJUCA,51009.0,RS
94859410.0,JARDIM ALGARVE,51009.0,RS
94820380.0,VILA AMERICANA,51009.0,RS
94838410.0,APARECIDA,51009.0,RS
94850170.0,APARECIDA,51009.0,RS
38443078.0,INDEPENDENCIA,32480.0,MG
38445564.0,PQE DOS VERDES,32480.0,MG
38442079.0,GOIAS,32480.0,MG
28979491.0,NOSSA SRA NAZARETH,21013.0,RJ
89022002.0,GARCIA,47027.0,SC
89055570.0,TRIBESS,47027.0,SC
89069235.0,ITOUPAVA CENTRAL,47027.0,SC
89036000.0,VELHA,47027.0,SC
89032464.0,PASSO MANSO,47027.0,SC
89052080.0,ITOUPAVA NORTE,47027.0,SC
89062120.0,ITOUPAVA CENTRAL,47027.0,SC
89050240.0,PONTA AGUDA,47027.0,SC
89032302.0,PASSO MANSO,47027.0,SC
89063001.0,ITOUPAVA CENTRAL,47027.0,SC
89055050.0,FORTALEZA,47027.0,SC
89050620.0,PONTA AGUDA,47027.0,SC
13034365.0,VILA IAPI,11135.0,SP
13049006.0,JARDIM MONTE C OZIEL,11135.0,SP
13040265.0,PARQUE DA FIGUEIRA,11135.0,SP
13060130.0,JD NOVO CPOS ELISEOS,11135.0,SP
13088750.0,NUC RES INDEPEND,11135.0,SP
13060193.0,JD N CAMPOS E I,11135.0,SP
13050653.0,JARDIM AMOREIRAS,11135.0,SP
13060391.0,VL PERSEU L BARROS,11135.0,SP
13091504.0,JARDIM BOA ESPERANCA,11135.0,SP
85810070.0,CENTRO,41135.0,PR
85806290.0,STA CRUZ,41135.0,PR
85814760.0,FLORESTA,41135.0,PR
85818227.0,CASCAVEL VELHO,41135.0,PR
85813150.0,SAO CRISTOVAO,41135.0,PR
85819755.0,MARIA LUIZA,41135.0,PR
85801030.0,CENTRO,41135.0,PR
85811030.0,CANCELLI,41135.0,PR
75703420.0,BAIRRO DAS AMERICAS,62044.0,GO
89806700.0,PINHEIRINHO,47046.0,SC
89812452.0,UNIVERSITARIO,47046.0,SC
32042690.0,ALVORADA,31856.0,MG
32342290.0,PARQUE SAO JOAO,31856.0,MG
32113000.0,ARVOREDO 2 SECAO,31856.0,MG
32110520.0,PARQUE TURISTAS,31856.0,MG
32072092.0,PETROLANDIA,31856.0,MG
32210110.0,CIDADE INDUSTRIAL,31856.0,MG
32180530.0,ESTRELA DALVA,31856.0,MG
32180600.0,SAO MATEUS,31856.0,MG
32371248.0,JARDIM BANDEIRANTES,31856.0,MG
32140580.0,NOVO PROGRESSO,31856.0,MG
32017170.0,CENTRO,31856.0,MG
32050710.0,RETIRO,31856.0,MG
32072230.0,PETROLANDIA,31856.0,MG
32220350.0,INDUSTRIAL,31856.0,MG
32043032.0,EUROPA,31856.0,MG
79302050.0,CENTRO,66050.0,MS
82860220.0,ATUBA,41000.0,PR
81910310.0,SITIO CERCADO,41000.0,PR
81900436.0,SITIO CERCADO,41000.0,PR
80060205.0,CENTRO,41000.0,PR
82630195.0,SANTA CANDIDA,41000.0,PR
81900506.0,SITIO CERCADO,41000.0,PR
80520240.0,BOM RETIRO,41000.0,PR
81935080.0,SITIO CERCADO,41000.0,PR
81490482.0,CAMPO DE SANTANA,41000.0,PR
81770240.0,ALTO BOQUEIRAO,41000.0,PR
81070000.0,PORTAO,41000.0,PR
81490422.0,CAMPO DE SANTANA,41000.0,PR
81570390.0,UBERABA,41000.0,PR
81020010.0,NOVO MUNDO,41000.0,PR
81870260.0,PINHEIRINHO,41000.0,PR
82300290.0,SANTO INACIO,41000.0,PR
81490586.0,CAMPO DE SANTANA,41000.0,PR
82840290.0,BAIRRO ALTO,41000.0,PR
81130150.0,CAPAO RASO,41000.0,PR
81280390.0,CIDADE INDUSTRIAL,41000.0,PR
81820030.0,PINHEIRINHO,41000.0,PR
81930770.0,UMBARA,41000.0,PR
81550612.0,UBERABA,41000.0,PR
82820120.0,BAIRRO ALTO,41000.0,PR
81870270.0,PINHEIRINHO,41000.0,PR
81880250.0,PINHEIRINHO,41000.0,PR
81460020.0,CIDADE INDUSTRIAL,41000.0,PR
82400400.0,BUTIATUVINHA,41000.0,PR
80010010.0,CENTRO,41000.0,PR
81570014.0,UBERABA,41000.0,PR
81940140.0,TATUQUARA,41000.0,PR
81550350.0,UBERABA,41000.0,PR
81830010.0,XAXIM,41000.0,PR
81260080.0,CIDADE INDUSTRIAL,41000.0,PR
81910070.0,SITIO CERCADO,41000.0,PR
80210260.0,JARDIM BOTANICO,41000.0,PR
81710540.0,XAXIM,41000.0,PR
81750350.0,BOQUEIRAO,41000.0,PR
80820520.0,VISTA ALEGRE,41000.0,PR
81050170.0,NOVO MUNDO,41000.0,PR
81480197.0,TATUQUARA,41000.0,PR
80240031.0,AGUA VERDE,41000.0,PR
80220160.0,PAROLIN,41000.0,PR
81330060.0,FAZENDINHA,41000.0,PR
82800340.0,CAPAO DA IMBUIA,41000.0,PR
82560560.0,BOA VISTA,41000.0,PR
81470222.0,TATUQUARA,41000.0,PR
82200440.0,AHU,41000.0,PR
81010120.0,LINDOIA,41000.0,PR
82840150.0,BAIRRO ALTO,41000.0,PR
81925060.0,SITIO CERCADO,41000.0,PR
81925480.0,SITIO CERCADO,41000.0,PR
81350550.0,CIDADE INDUSTRIAL,41000.0,PR
81880300.0,PINHEIRINHO,41000.0,PR
80430152.0,MERCES,41000.0,PR
81490510.0,CAMPO DE SANTANA,41000.0,PR
81920540.0,SITIO CERCADO,41000.0,PR
81830270.0,XAXIM,41000.0,PR
81490530.0,CAMPO DE SANTANA,41000.0,PR
82210000.0,SAO LOURENCO,41000.0,PR
81010000.0,LINDOIA,41000.0,PR
81050380.0,NOVO MUNDO,41000.0,PR
81880370.0,CIDADE INDUSTRIAL,41000.0,PR
81130310.0,CAPAO RASO,41000.0,PR
81490440.0,CAMPO DE SANTANA,41000.0,PR
81240270.0,CIDADE INDUSTRIAL,41000.0,PR
81580300.0,UBERABA,41000.0,PR
81870100.0,PINHEIRINHO,41000.0,PR
81490544.0,CAMPO DE SANTANA,41000.0,PR
80330000.0,PORTAO,41000.0,PR
81250250.0,CIDADE INDUSTRIAL,41000.0,PR
81330400.0,FAZENDINHA,41000.0,PR
81460207.0,CIDADE INDUSTRIAL,41000.0,PR
81925540.0,SITIO CERCADO,41000.0,PR
81910370.0,SITIO CERCADO,41000.0,PR
82710410.0,VL LEONICE,41000.0,PR
81280490.0,CIDADE INDUSTRIAL,41000.0,PR
81820360.0,XAXIM,41000.0,PR
81460226.0,CIDADE INDUSTRIAL,41000.0,PR
81470208.0,TATUQUARA,41000.0,PR
81730030.0,BOQUEIRAO,41000.0,PR
82130570.0,TABOAO,41000.0,PR
81490374.0,CAMPO DE SANTANA,41000.0,PR
81770020.0,ALTO BOQUEIRAO,41000.0,PR
78201737.0,JD IMPERIAL,67026.0,MT
79814020.0,JARDIM INDEPENDENCIA,66058.0,MS
79814530.0,JARDIM ITALIA,66058.0,MS
79813050.0,JARDIM RASSLEM,66058.0,MS
74550310.0,VILA XAVIER,62000.0,GO
74075310.0,SETOR AEROPORTO,62000.0,GO
74255150.0,JARDIM AMERICA,62000.0,GO
74484409.0,RES GOIANIA VIVA,62000.0,GO
74486020.0,CON SANTA RITA,62000.0,GO
74690740.0,VILA ITATIAIA,62000.0,GO
74650030.0,SETOR NEGRAO DE LIMA,62000.0,GO
74481530.0,JARDIM CURITIBA,62000.0,GO
74770090.0,VILA PEDROSO,62000.0,GO
74340010.0,PARQUE ANHANGUERA,62000.0,GO
74030050.0,SETOR CENTRAL,62000.0,GO
74650100.0,SETOR NEGRAO DE LIMA,62000.0,GO
74481220.0,JARDIM CURITIBA,62000.0,GO
74840270.0,PARQUE AMAZONIA,62000.0,GO
74481375.0,JARDIM CURITIBA,62000.0,GO
74464025.0,ST BARRA DA TIJUCA,62000.0,GO
74265210.0,JARDIM AMERICA,62000.0,GO
74673270.0,SETOR JAO,62000.0,GO
74660320.0,SETOR CRIMEIA LESTE,62000.0,GO
74395205.0,VILLAGE SANTA RITA 3,62000.0,GO
74265170.0,JARDIM AMERICA,62000.0,GO
74690100.0,VILA JARDIM POMPEIA,62000.0,GO
74663210.0,GOIANIA 2,62000.0,GO
74460725.0,RES PETROPOLIS,62000.0,GO
74475028.0,ST PARQUE TREMENDAO,62000.0,GO
74463375.0,SETOR SANTOS DUMONT,62000.0,GO
74350110.0,SETOR FAICALVILLE,62000.0,GO
74210150.0,SETOR BUENO,62000.0,GO
74354555.0,SETOR ANDREIA,62000.0,GO
74560020.0,SET MARECHAL RONDON,62000.0,GO
74825085.0,SETOR PEDRO LUDOVICO,62000.0,GO
74354618.0,JD CARAVELAS,62000.0,GO
74354809.0,CJ MADRE GERMANA II,62000.0,GO
74843100.0,PARQUE AMAZONIA,62000.0,GO
74367640.0,RESIDENCIAL ELDORADO,62000.0,GO
74713240.0,JARDIM NOVO MUNDO,62000.0,GO
74470528.0,RES SOLAR VILLE,62000.0,GO
74485335.0,GOIA,62000.0,GO
74450180.0,CAPUAVA,62000.0,GO
74486030.0,CON SANTA RITA,62000.0,GO
74690221.0,RES MORADA DO BOS,62000.0,GO
74770610.0,JARDIM DAS AROEIRAS,62000.0,GO
74560670.0,SETOR CENTRO OESTE,62000.0,GO
74325050.0,JARDIM EUROPA,62000.0,GO
74080020.0,SETOR SUL,62000.0,GO
74476070.0,RESID FORTALEZA,62000.0,GO
74170030.0,SETOR MARISTA,62000.0,GO
74270220.0,JARDIM AMERICA,62000.0,GO
74360200.0,SETOR FAICALVILLE,62000.0,GO
74675130.0,JARDIM GUANABARA,62000.0,GO
74450030.0,CAPUAVA,62000.0,GO
74353120.0,JARDIM PRESIDENTE,62000.0,GO
74663490.0,GOIANIA 2,62000.0,GO
74115040.0,SETOR OESTE,62000.0,GO
